"anio","tabla","variable","tema","origen","pregunta","bloque","etiqueta","nota"
2024,"ficha","hac_sin","vivienda_hogar","indicador",,"hacinamiento","Viviendas sin hacinamiento (hasta 2 personas por dormitorio)",
2024,"ficha","hogar_compuesto","vivienda_hogar","indicador",,"hogar","Hogares compuestos",
2024,"ficha","hogar_extendido","vivienda_hogar","indicador",,"hogar","Hogares extendidos",
2024,"ficha","hogar_monoparental","vivienda_hogar","indicador",,"hogar","Hogares monoparentales",
2024,"ficha","hogar_nuclear","vivienda_hogar","indicador",,"hogar","Hogares nucleares completos",
2024,"ficha","hogar_otro","vivienda_hogar","indicador",,"hogar","Hogares de otro tipo",
2024,"ficha","hogar_pareja","vivienda_hogar","indicador",,"hogar","Hogares de pareja nuclear",
2024,"ficha","hogar_sinjefe","vivienda_hogar","indicador",,"hogar","Hogares sin jefe de hogar",
2024,"ficha","hogar_unipersonal","vivienda_hogar","indicador",,"hogar","Hogares unipersonales",
2024,"ficha","idep","ubicacion_geografica","geografia",,"unidad","Código de departamento (01-09)",
2024,"ficha","imun","ubicacion_geografica","geografia",,"unidad","Código de municipio dentro de la provincia",
2024,"ficha","iprov","ubicacion_geografica","geografia",,"unidad","Código de provincia dentro del departamento",
2024,"ficha","mat_pared_adobe","materiales_construccion","indicador",,"material","Paredes de adobe o tapial",
2024,"ficha","mat_pared_cana","materiales_construccion","indicador",,"material","Paredes de caña, palma o tronco",
2024,"ficha","mat_pared_ladrillo","materiales_construccion","indicador",,"material","Paredes de ladrillo, bloque de cemento u hormigón",
2024,"ficha","mat_pared_madera","materiales_construccion","indicador",,"material","Paredes de madera",
2024,"ficha","mat_pared_otro","materiales_construccion","indicador",,"material","Paredes de otro material",
2024,"ficha","mat_pared_piedra","materiales_construccion","indicador",,"material","Paredes de piedra",
2024,"ficha","mat_pared_tabique","materiales_construccion","indicador",,"material","Paredes de tabique o quinche",
2024,"ficha","mat_piso_cemento","materiales_construccion","indicador",,"material","Piso de cemento",
2024,"ficha","mat_piso_ceramica","materiales_construccion","indicador",,"material","Piso de cerámica o porcelanato",
2024,"ficha","mat_piso_flotante","materiales_construccion","indicador",,"material","Piso flotante",
2024,"ficha","mat_piso_ladrillo","materiales_construccion","indicador",,"material","Piso de ladrillo",
2024,"ficha","mat_piso_machimbre","materiales_construccion","indicador",,"material","Piso de machimbre o parquet",
2024,"ficha","mat_piso_madera","materiales_construccion","indicador",,"material","Piso de tablón de madera",
2024,"ficha","mat_piso_mosaico","materiales_construccion","indicador",,"material","Piso de mosaico o baldosa",
2024,"ficha","mat_piso_otro","materiales_construccion","indicador",,"material","Piso de otro material",
2024,"ficha","mat_piso_tierra","materiales_construccion","indicador",,"material","Piso de tierra",
2024,"ficha","mat_revoque_con","materiales_construccion","indicador",,"material","Vivienda con revoque en las paredes",
2024,"ficha","mat_revoque_sin","materiales_construccion","indicador",,"material","Vivienda sin revoque en las paredes",
2024,"ficha","mat_techo_calamina","materiales_construccion","indicador",,"material","Techo de calamina o plancha metálica",
2024,"ficha","mat_techo_losa","materiales_construccion","indicador",,"material","Techo de losa de hormigón armado",
2024,"ficha","mat_techo_otro","materiales_construccion","indicador",,"material","Techo de otro material",
2024,"ficha","mat_techo_paja","materiales_construccion","indicador",,"material","Techo de paja, palma, caña o barro",
2024,"ficha","mat_techo_teja","materiales_construccion","indicador",,"material","Techo de teja de arcilla, cemento o fibrocemento",
2024,"ficha","nac_aqui_h","migracion","indicador",,"nacimiento","Nacida aquí, hombres",
2024,"ficha","nac_aqui_m","migracion","indicador",,"nacimiento","Nacida aquí, mujeres",
2024,"ficha","nac_ns_h","migracion","indicador",,"nacimiento","Lugar de nacimiento sin especificar, hombres",
2024,"ficha","nac_ns_m","migracion","indicador",,"nacimiento","Lugar de nacimiento sin especificar, mujeres",
2024,"ficha","nac_otromun_h","migracion","indicador",,"nacimiento","Nacida en otro municipio/TIOC del país, hombres",
2024,"ficha","nac_otromun_m","migracion","indicador",,"nacimiento","Nacida en otro municipio/TIOC del país, mujeres",
2024,"ficha","nac_otropais_h","migracion","indicador",,"nacimiento","Nacida en otro país, hombres",
2024,"ficha","nac_otropais_m","migracion","indicador",,"nacimiento","Nacida en otro país, mujeres",
2024,"ficha","nac_total_h","migracion","indicador",,"nacimiento","Población por lugar de nacimiento, hombres",
2024,"ficha","nac_total_m","migracion","indicador",,"nacimiento","Población por lugar de nacimiento, mujeres",
2024,"ficha","ocup_cuentapropia_h","caracteristicas_economicas","indicador",,"ocupacion","Trabajadora(or) por cuenta propia, hombres",
2024,"ficha","ocup_cuentapropia_m","caracteristicas_economicas","indicador",,"ocupacion","Trabajadora(or) por cuenta propia, mujeres",
2024,"ficha","ocup_empleado_h","caracteristicas_economicas","indicador",,"ocupacion","Empleada(o) u obrera(o), hombres",
2024,"ficha","ocup_empleado_m","caracteristicas_economicas","indicador",,"ocupacion","Empleada(o) u obrera(o), mujeres",
2024,"ficha","ocup_ns_h","caracteristicas_economicas","indicador",,"ocupacion","Categoría ocupacional sin especificar, hombres",
2024,"ficha","ocup_ns_m","caracteristicas_economicas","indicador",,"ocupacion","Categoría ocupacional sin especificar, mujeres",
2024,"ficha","ocup_otros_h","caracteristicas_economicas","indicador",,"ocupacion","Otra categoría ocupacional, hombres",
2024,"ficha","ocup_otros_m","caracteristicas_economicas","indicador",,"ocupacion","Otra categoría ocupacional, mujeres",
2024,"ficha","ocup_total_h","caracteristicas_economicas","indicador",,"ocupacion","Población de 14 o más años por categoría ocupacional, hombres",
2024,"ficha","ocup_total_m","caracteristicas_economicas","indicador",,"ocupacion","Población de 14 o más años por categoría ocupacional, mujeres",
2024,"ficha","pob_edad_0a19_h","poblacion","indicador",,"poblacion","Población de 0 a 19 años, hombres",
2024,"ficha","pob_edad_0a19_m","poblacion","indicador",,"poblacion","Población de 0 a 19 años, mujeres",
2024,"ficha","pob_edad_20a39_h","poblacion","indicador",,"poblacion","Población de 20 a 39 años, hombres",
2024,"ficha","pob_edad_20a39_m","poblacion","indicador",,"poblacion","Población de 20 a 39 años, mujeres",
2024,"ficha","pob_edad_40a59_h","poblacion","indicador",,"poblacion","Población de 40 a 59 años, hombres",
2024,"ficha","pob_edad_40a59_m","poblacion","indicador",,"poblacion","Población de 40 a 59 años, mujeres",
2024,"ficha","pob_edad_60ymas_h","poblacion","indicador",,"poblacion","Población de 60 o más años, hombres",
2024,"ficha","pob_edad_60ymas_m","poblacion","indicador",,"poblacion","Población de 60 o más años, mujeres",
2024,"ficha","pob_total_h","poblacion","indicador",,"poblacion","Población total, hombres",
2024,"ficha","pob_total_m","poblacion","indicador",,"poblacion","Población total, mujeres",
2024,"ficha","res_aqui_h","migracion","indicador",,"residencia","Reside habitualmente aquí, hombres",
2024,"ficha","res_aqui_m","migracion","indicador",,"residencia","Reside habitualmente aquí, mujeres",
2024,"ficha","res_ns_h","migracion","indicador",,"residencia","Residencia habitual sin especificar, hombres",
2024,"ficha","res_ns_m","migracion","indicador",,"residencia","Residencia habitual sin especificar, mujeres",
2024,"ficha","res_otromun_h","migracion","indicador",,"residencia","Reside en otro municipio/TIOC del país, hombres",
2024,"ficha","res_otromun_m","migracion","indicador",,"residencia","Reside en otro municipio/TIOC del país, mujeres",
2024,"ficha","res_otropais_h","migracion","indicador",,"residencia","Reside en otro país, hombres",
2024,"ficha","res_otropais_m","migracion","indicador",,"residencia","Reside en otro país, mujeres",
2024,"ficha","res_total_h","migracion","indicador",,"residencia","Población por residencia habitual, hombres",
2024,"ficha","res_total_m","migracion","indicador",,"residencia","Población por residencia habitual, mujeres",
2024,"ficha","salud_lugar_cajasalud_h","salud_seguridad_social","indicador",,"salud_lugar","Acude a caja de salud, hombres",
2024,"ficha","salud_lugar_cajasalud_m","salud_seguridad_social","indicador",,"salud_lugar","Acude a caja de salud, mujeres",
2024,"ficha","salud_lugar_casero_h","salud_seguridad_social","indicador",,"salud_lugar","Acude a remedios caseros, hombres",
2024,"ficha","salud_lugar_casero_m","salud_seguridad_social","indicador",,"salud_lugar","Acude a remedios caseros, mujeres",
2024,"ficha","salud_lugar_centroprivado_h","salud_seguridad_social","indicador",,"salud_lugar","Acude a consultorio/clínica/hospital privado, hombres",
2024,"ficha","salud_lugar_centroprivado_m","salud_seguridad_social","indicador",,"salud_lugar","Acude a consultorio/clínica/hospital privado, mujeres",
2024,"ficha","salud_lugar_centropublico_h","salud_seguridad_social","indicador",,"salud_lugar","Acude a puesto/centro/hospital de salud público, hombres",
2024,"ficha","salud_lugar_centropublico_m","salud_seguridad_social","indicador",,"salud_lugar","Acude a puesto/centro/hospital de salud público, mujeres",
2024,"ficha","salud_lugar_domicilio_h","salud_seguridad_social","indicador",,"salud_lugar","Acude a atención médica en domicilio, hombres",
2024,"ficha","salud_lugar_domicilio_m","salud_seguridad_social","indicador",,"salud_lugar","Acude a atención médica en domicilio, mujeres",
2024,"ficha","salud_lugar_farmacia_h","salud_seguridad_social","indicador",,"salud_lugar","Acude a farmacia sin receta o se automedica, hombres",
2024,"ficha","salud_lugar_farmacia_m","salud_seguridad_social","indicador",,"salud_lugar","Acude a farmacia sin receta o se automedica, mujeres",
2024,"ficha","salud_lugar_total_h","salud_seguridad_social","indicador",,"salud_lugar","Población que acude por problemas de salud, hombres",
2024,"ficha","salud_lugar_total_m","salud_seguridad_social","indicador",,"salud_lugar","Población que acude por problemas de salud, mujeres",
2024,"ficha","salud_lugar_tradicional_h","salud_seguridad_social","indicador",,"salud_lugar","Acude a médica(o) tradicional ancestral, hombres",
2024,"ficha","salud_lugar_tradicional_m","salud_seguridad_social","indicador",,"salud_lugar","Acude a médica(o) tradicional ancestral, mujeres",
2024,"ficha","salud_seguro_cajasalud_h","salud_seguridad_social","indicador",,"salud_seguro","Afiliado a caja de salud, hombres",
2024,"ficha","salud_seguro_cajasalud_m","salud_seguridad_social","indicador",,"salud_seguro","Afiliado a caja de salud, mujeres",
2024,"ficha","salud_seguro_ninguno_h","salud_seguridad_social","indicador",,"salud_seguro","Sin seguro de salud, hombres",
2024,"ficha","salud_seguro_ninguno_m","salud_seguridad_social","indicador",,"salud_seguro","Sin seguro de salud, mujeres",
2024,"ficha","salud_seguro_ns_h","salud_seguridad_social","indicador",,"salud_seguro","Seguro de salud sin especificar, hombres",
2024,"ficha","salud_seguro_ns_m","salud_seguridad_social","indicador",,"salud_seguro","Seguro de salud sin especificar, mujeres",
2024,"ficha","salud_seguro_privado_h","salud_seguridad_social","indicador",,"salud_seguro","Afiliado a seguro privado de salud, hombres",
2024,"ficha","salud_seguro_privado_m","salud_seguridad_social","indicador",,"salud_seguro","Afiliado a seguro privado de salud, mujeres",
2024,"ficha","salud_seguro_sus_h","salud_seguridad_social","indicador",,"salud_seguro","Registrado al SUS, hombres",
2024,"ficha","salud_seguro_sus_m","salud_seguridad_social","indicador",,"salud_seguro","Registrado al SUS, mujeres",
2024,"ficha","salud_seguro_total_h","salud_seguridad_social","indicador",,"salud_seguro","Población con registro al SUS o seguro de salud, hombres",
2024,"ficha","salud_seguro_total_m","salud_seguridad_social","indicador",,"salud_seguro","Población con registro al SUS o seguro de salud, mujeres",
2024,"ficha","serv_agua_caneria","servicios_basicos","indicador",,"servicios","Agua por cañería de red",
2024,"ficha","serv_agua_carro","servicios_basicos","indicador",,"servicios","Agua de carro repartidor",
2024,"ficha","serv_agua_lluvia","servicios_basicos","indicador",,"servicios","Agua de cosecha de lluvia",
2024,"ficha","serv_agua_otra","servicios_basicos","indicador",,"servicios","Agua de otra procedencia",
2024,"ficha","serv_agua_pileta","servicios_basicos","indicador",,"servicios","Agua de pileta pública",
2024,"ficha","serv_agua_pozobomba","servicios_basicos","indicador",,"servicios","Agua de pozo con bomba",
2024,"ficha","serv_agua_pozosinbomba","servicios_basicos","indicador",,"servicios","Agua de pozo sin bomba o no protegido",
2024,"ficha","serv_agua_total","servicios_basicos","indicador",,"servicios","Viviendas ocupadas por procedencia del agua",
2024,"ficha","serv_agua_vertienteno","servicios_basicos","indicador",,"servicios","Agua de río, acequia o vertiente no protegida",
2024,"ficha","serv_agua_vertientesi","servicios_basicos","indicador",,"servicios","Agua de manantial o vertiente protegida",
2024,"ficha","serv_basura_basurero","servicios_basicos","indicador",,"servicios","Basura en contenedor o basurero público",
2024,"ficha","serv_basura_calle","servicios_basicos","indicador",,"servicios","Basura en terreno baldío o la calle",
2024,"ficha","serv_basura_carro","servicios_basicos","indicador",,"servicios","Basura al carro basurero",
2024,"ficha","serv_basura_entierra","servicios_basicos","indicador",,"servicios","Basura enterrada",
2024,"ficha","serv_basura_otro","servicios_basicos","indicador",,"servicios","Basura eliminada de otra forma",
2024,"ficha","serv_basura_quema","servicios_basicos","indicador",,"servicios","Basura quemada",
2024,"ficha","serv_basura_rio","servicios_basicos","indicador",,"servicios","Basura al río",
2024,"ficha","serv_basura_total","servicios_basicos","indicador",,"servicios","Viviendas ocupadas por eliminación de la basura",
2024,"ficha","serv_combustible_electricidad","servicios_basicos","indicador",,"servicios","Cocina con electricidad",
2024,"ficha","serv_combustible_gascaneria","servicios_basicos","indicador",,"servicios","Cocina con gas por cañería",
2024,"ficha","serv_combustible_gasgarrafa","servicios_basicos","indicador",,"servicios","Cocina con gas en garrafa",
2024,"ficha","serv_combustible_guano","servicios_basicos","indicador",,"servicios","Cocina con guano, bosta o taquia",
2024,"ficha","serv_combustible_lena","servicios_basicos","indicador",,"servicios","Cocina con leña",
2024,"ficha","serv_combustible_nococina","servicios_basicos","indicador",,"servicios","No cocina",
2024,"ficha","serv_combustible_otro","servicios_basicos","indicador",,"servicios","Cocina con otro combustible",
2024,"ficha","serv_combustible_solar","servicios_basicos","indicador",,"servicios","Cocina con energía solar",
2024,"ficha","serv_combustible_total","servicios_basicos","indicador",,"servicios","Viviendas ocupadas por combustible para cocinar",
2024,"ficha","serv_desague_alcantarillado","servicios_basicos","indicador",,"servicios","Desagüe a la red de alcantarillado",
2024,"ficha","serv_desague_camara","servicios_basicos","indicador",,"servicios","Desagüe a cámara séptica",
2024,"ficha","serv_desague_ecologico","servicios_basicos","indicador",,"servicios","Baño ecológico",
2024,"ficha","serv_desague_ninguno","servicios_basicos","indicador",,"servicios","Sin servicio sanitario",
2024,"ficha","serv_desague_pozoabsorcion","servicios_basicos","indicador",,"servicios","Desagüe a pozo de absorción",
2024,"ficha","serv_desague_pozociego","servicios_basicos","indicador",,"servicios","Desagüe a pozo ciego",
2024,"ficha","serv_desague_superficie","servicios_basicos","indicador",,"servicios","Desagüe a la superficie",
2024,"ficha","serv_desague_total","servicios_basicos","indicador",,"servicios","Viviendas ocupadas por desagüe del servicio sanitario",
2024,"ficha","serv_luz_motor","servicios_basicos","indicador",,"servicios","Energía eléctrica de motor propio",
2024,"ficha","serv_luz_ninguna","servicios_basicos","indicador",,"servicios","Sin energía eléctrica",
2024,"ficha","serv_luz_otra","servicios_basicos","indicador",,"servicios","Energía eléctrica de otra fuente",
2024,"ficha","serv_luz_publica","servicios_basicos","indicador",,"servicios","Energía eléctrica de servicio público",
2024,"ficha","serv_luz_solar","servicios_basicos","indicador",,"servicios","Energía eléctrica de panel solar",
2024,"ficha","serv_luz_total","servicios_basicos","indicador",,"servicios","Viviendas ocupadas por disponibilidad de energía eléctrica",
2024,"ficha","tic_celular","tic","indicador",,"tic","Hogares con teléfono celular",
2024,"ficha","tic_internet","tic","indicador",,"tic","Hogares con internet fijo o móvil",
2024,"ficha","tic_radio","tic","indicador",,"tic","Hogares con radio o equipo de sonido",
2024,"ficha","tic_total","tic","indicador",,"tic","Hogares por tenencia de TIC",
2024,"ficha","tic_tv","tic","indicador",,"tic","Hogares con televisor",
2024,"ficha","viv_tenencia_alquilada","vivienda_hogar","indicador",,"vivienda","Vivienda alquilada",
2024,"ficha","viv_tenencia_anticretico","vivienda_hogar","indicador",,"vivienda","Vivienda en anticrético o contrato mixto",
2024,"ficha","viv_tenencia_otra","vivienda_hogar","indicador",,"vivienda","Vivienda con otra tenencia",
2024,"ficha","viv_tenencia_prestada","vivienda_hogar","indicador",,"vivienda","Vivienda cedida o prestada",
2024,"ficha","viv_tenencia_propia","vivienda_hogar","indicador",,"vivienda","Vivienda propia",
2024,"ficha","viv_tenencia_total","vivienda_hogar","indicador",,"vivienda","Viviendas ocupadas por tenencia",
2024,"ficha","viv_tipo_ausentes","vivienda_hogar","indicador",,"vivienda","Viviendas con personas temporalmente ausentes",
2024,"ficha","viv_tipo_colectiva","vivienda_hogar","indicador",,"vivienda","Viviendas colectivas",
2024,"ficha","viv_tipo_desocupada","vivienda_hogar","indicador",,"vivienda","Viviendas particulares desocupadas",
2024,"ficha","viv_tipo_particular","vivienda_hogar","indicador",,"vivienda","Viviendas particulares",
2024,"ficha","viv_tipo_presentes","vivienda_hogar","indicador",,"vivienda","Viviendas particulares con personas presentes",
2024,"ficha","viv_total","vivienda_hogar","indicador",,"vivienda","Total de viviendas",
